"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
         487, 2.03876699e-01, 4.73373979e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.34345256e-02, 4.28785861e-02, 2.04860842e-01, 0.00000000e+00, 4.30688437e+00, 1.25000000e+00, 0.00000000e+00, -2.65638597e+00, -4.00785198e-01, -5.41485510e-01, 2.73132652e+00, 0.00000000e+00, 15.0000000000, 9.8111288767, 0.8217994167
         488, 2.04263918e-01, 4.74525899e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.34290673e-02, 4.29853036e-02, 2.05250481e-01, 0.00000000e+00, 4.30458945e+00, 1.25000000e+00, 0.00000000e+00, -2.66667054e+00, -4.16731447e-01, -5.59163670e-01, 2.71964978e+00, 0.00000000e+00, 15.0000000000, 9.9312212474, 0.8240427833
         489, 2.04651410e-01, 4.75704539e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.34217573e-02, 4.30946864e-02, 2.05640452e-01, 0.00000000e+00, 4.30206973e+00, 1.25000000e+00, 0.00000000e+00, -2.67662676e+00, -4.33565557e-01, -5.76071528e-01, 2.70819308e+00, 0.00000000e+00, 15.0000000000, 10.0495113551, 0.8262673000
         490, 2.05038801e-01, 4.76907608e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.34124957e-02, 4.32065138e-02, 2.06030376e-01, 0.00000000e+00, 4.29934011e+00, 1.25000000e+00, 0.00000000e+00, -2.68642201e+00, -4.51285750e-01, -5.92015204e-01, 2.69684284e+00, 0.00000000e+00, 15.0000000000, 10.1653668588, 0.8284875833
         491, 2.05425332e-01, 4.78132491e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.34010457e-02, 4.33205409e-02, 2.06419487e-01, 0.00000000e+00, 4.29641022e+00, 1.25000000e+00, 0.00000000e+00, -2.69614028e+00, -4.69876092e-01, -6.06828412e-01, 2.68555152e+00, 0.00000000e+00, 15.0000000000, 10.2806524530, 0.8307036333
         492, 2.05810117e-01, 4.79376436e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.33871261e-02, 4.34365117e-02, 2.06806894e-01, 0.00000000e+00, 4.29328816e+00, 1.25000000e+00, 0.00000000e+00, -2.70561541e+00, -4.89336147e-01, -6.20370606e-01, 2.67447679e+00, 0.00000000e+00, 15.0000000000, 10.3963242094, 0.8329267833
         493, 2.06192657e-01, 4.80636780e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.33705992e-02, 4.35541710e-02, 2.07192092e-01, 0.00000000e+00, 4.28998914e+00, 1.25000000e+00, 0.00000000e+00, -2.71480936e+00, -5.09656726e-01, -6.32562392e-01, 2.66367014e+00, 0.00000000e+00, 15.0000000000, 10.5103548885, 0.8351583000
         494, 2.06572123e-01, 4.81910391e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.33512474e-02, 4.36732238e-02, 2.07574246e-01, 0.00000000e+00, 4.28652561e+00, 1.25000000e+00, 0.00000000e+00, -2.72376916e+00, -5.30823626e-01, -6.43347363e-01, 2.65311204e+00, 0.00000000e+00, 15.0000000000, 10.6221971166, 0.8373697833
         495, 2.06948623e-01, 4.83194929e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.33291189e-02, 4.37934337e-02, 2.07953459e-01, 0.00000000e+00, 4.28292207e+00, 1.25000000e+00, 0.00000000e+00, -2.73251185e+00, -5.52810367e-01, -6.52748313e-01, 2.64280642e+00, 0.00000000e+00, 15.0000000000, 10.7323358923, 0.8395981833
         496, 2.07322069e-01, 4.84487849e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.33042132e-02, 4.39145483e-02, 2.08329637e-01, 0.00000000e+00, 4.27920059e+00, 1.25000000e+00, 0.00000000e+00, -2.74113946e+00, -5.75556328e-01, -6.60816657e-01, 2.63267911e+00, 0.00000000e+00, 15.0000000000, 10.8409064695, 0.8418146000
         497, 2.07691999e-01, 4.85786132e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.32764119e-02, 4.40362757e-02, 2.08702310e-01, 0.00000000e+00, 4.27537933e+00, 1.25000000e+00, 0.00000000e+00, -2.74944761e+00, -5.99030156e-01, -6.67585293e-01, 2.62292400e+00, 0.00000000e+00, 15.0000000000, 10.9491247520, 0.8440272667
         498, 2.08057659e-01, 4.87086153e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.32455654e-02, 4.41582700e-02, 2.09070720e-01, 0.00000000e+00, 4.27147555e+00, 1.25000000e+00, 0.00000000e+00, -2.75759211e+00, -6.23165852e-01, -6.73134786e-01, 2.61342094e+00, 0.00000000e+00, 15.0000000000, 11.0543568421, 0.8462313333
         499, 2.08418524e-01, 4.88384655e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.32116012e-02, 4.42802171e-02, 2.09434332e-01, 0.00000000e+00, 4.26750764e+00, 1.25000000e+00, 0.00000000e+00, -2.76562731e+00, -6.47861871e-01, -6.77607016e-01, 2.60413954e+00, 0.00000000e+00, 15.0000000000, 11.1584977745, 0.8484430667
         500, 2.08774331e-01, 4.89678664e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.31745434e-02, 4.44018254e-02, 2.09792876e-01, 0.00000000e+00, 4.26349657e+00, 1.25000000e+00, 0.00000000e+00, -2.77347618e+00, -6.73026701e-01, -6.81276965e-01, 2.59515253e+00, 0.00000000e+00, 15.0000000000, 11.2622024293, 0.8506543500
         501, 2.09124889e-01, 4.90965177e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.31344759e-02, 4.45227987e-02, 2.10146158e-01, 0.00000000e+00, 4.25946480e+00, 1.25000000e+00, 0.00000000e+00, -2.78124433e+00, -6.98523782e-01, -6.84347115e-01, 2.58637121e+00, 0.00000000e+00, 15.0000000000, 11.3644327762, 0.8530626167
         502, 2.09470075e-01, 4.92241388e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.30915186e-02, 4.46428592e-02, 2.10494046e-01, 0.00000000e+00, 4.25543403e+00, 1.25000000e+00, 0.00000000e+00, -2.78895403e+00, -7.24193343e-01, -6.86985984e-01, 2.57777705e+00, 0.00000000e+00, 15.0000000000, 11.4665254304, 0.8553000667
         503, 2.09810044e-01, 4.93504783e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.30458839e-02, 4.47617523e-02, 2.10836689e-01, 0.00000000e+00, 4.25142877e+00, 1.25000000e+00, 0.00000000e+00, -2.79656570e+00, -7.49857618e-01, -6.89415634e-01, 2.56940191e+00, 0.00000000e+00, 15.0000000000, 11.5687567165, 0.8575044167
         504, 2.10144941e-01, 4.94752849e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.29978096e-02, 4.48792234e-02, 2.11174230e-01, 0.00000000e+00, 4.24747309e+00, 1.25000000e+00, 0.00000000e+00, -2.80414599e+00, -7.75282680e-01, -6.91822810e-01, 2.56118437e+00, 0.00000000e+00, 15.0000000000, 11.6705823094, 0.8597409667
         505, 2.10474852e-01, 4.95983125e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.29475075e-02, 4.49950247e-02, 2.11506746e-01, 0.00000000e+00, 4.24358898e+00, 1.25000000e+00, 0.00000000e+00, -2.81173642e+00, -8.00226552e-01, -6.94341025e-01, 2.55308195e+00, 0.00000000e+00, 15.0000000000, 11.7728787222, 0.8619391500
         506, 2.10799880e-01, 4.97193272e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.28951905e-02, 4.51089202e-02, 2.11834337e-01, 0.00000000e+00, 4.23979752e+00, 1.25000000e+00, 0.00000000e+00, -2.81939811e+00, -8.24420105e-01, -6.97094337e-01, 2.54503563e+00, 0.00000000e+00, 15.0000000000, 11.8762103830, 0.8641737667
         507, 2.11120169e-01, 4.98381131e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.28410761e-02, 4.52206907e-02, 2.12157141e-01, 0.00000000e+00, 4.23611882e+00, 1.25000000e+00, 0.00000000e+00, -2.82717532e+00, -8.47571532e-01, -7.00199073e-01, 2.53699746e+00, 0.00000000e+00, 15.0000000000, 11.9814321229, 0.8664267167
         508, 2.11435880e-01, 4.99544704e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.27853809e-02, 4.53301332e-02, 2.12475315e-01, 0.00000000e+00, 4.23257175e+00, 1.25000000e+00, 0.00000000e+00, -2.83509868e+00, -8.69395426e-01, -7.03763009e-01, 2.52892837e+00, 0.00000000e+00, 15.0000000000, 12.0891937067, 0.8686263667
         509, 2.11747210e-01, 5.00682176e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.27283327e-02, 4.54370617e-02, 2.12789052e-01, 0.00000000e+00, 4.22917411e+00, 1.25000000e+00, 0.00000000e+00, -2.84319086e+00, -8.89626558e-01, -7.07881353e-01, 2.52079386e+00, 0.00000000e+00, 15.0000000000, 12.1999770936, 0.8710513333
         510, 2.12054291e-01, 5.01791796e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.26701300e-02, 4.55412983e-02, 2.13098481e-01, 0.00000000e+00, 4.22594177e+00, 1.25000000e+00, 0.00000000e+00, -2.85146360e+00, -9.08055559e-01, -7.12634843e-01, 2.51256899e+00, 0.00000000e+00, 15.0000000000, 12.3141688587, 0.8736781667
         511, 2.12357268e-01, 5.02871929e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.26109690e-02, 4.56426765e-02, 2.13403742e-01, 0.00000000e+00, 4.22288968e+00, 1.25000000e+00, 0.00000000e+00, -2.85996788e+00, -9.24519724e-01, -7.18082241e-01, 2.50419566e+00, 0.00000000e+00, 15.0000000000, 12.4320135548, 0.8762075000
         512, 2.12656311e-01, 5.03921133e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.25510418e-02, 4.57410484e-02, 2.13705003e-01, 0.00000000e+00, 4.22003161e+00, 1.25000000e+00, 0.00000000e+00, -2.86872204e+00, -9.38961140e-01, -7.24280303e-01, 2.49564323e+00, 0.00000000e+00, 15.0000000000, 12.5543322102, 0.8784963667
         513, 2.12951592e-01, 5.04938096e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.24905350e-02, 4.58362789e-02, 2.14002432e-01, 0.00000000e+00, 4.21738019e+00, 1.25000000e+00, 0.00000000e+00, -2.87774581e+00, -9.51414458e-01, -7.31280054e-01, 2.48687881e+00, 0.00000000e+00, 15.0000000000, 12.6815020627, 0.8807990833
         514, 2.13243265e-01, 5.05921624e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.24296304e-02, 4.59282455e-02, 2.14296181e-01, 0.00000000e+00, 4.21494664e+00, 1.25000000e+00, 0.00000000e+00, -2.88704163e+00, -9.62021509e-01, -7.39111219e-01, 2.47788486e+00, 0.00000000e+00, 15.0000000000, 12.8139368840, 0.8830266500
         515, 2.13531448e-01, 5.06870612e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.23685004e-02, 4.60168350e-02, 2.14586365e-01, 0.00000000e+00, 4.21274074e+00, 1.25000000e+00, 0.00000000e+00, -2.89660999e+00, -9.70991684e-01, -7.47805804e-01, 2.46864630e+00, 0.00000000e+00, 15.0000000000, 12.9518107393, 0.8852601333
         516, 2.13816231e-01, 5.07784040e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.23073118e-02, 4.61019436e-02, 2.14873074e-01, 0.00000000e+00, 4.21077101e+00, 1.25000000e+00, 0.00000000e+00, -2.90644640e+00, -9.78610808e-01, -7.57378293e-01, 2.45915215e+00, 0.00000000e+00, 15.0000000000, 13.0952763907, 0.8874918167
         517, 2.14097690e-01, 5.08660983e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.22462293e-02, 4.61834770e-02, 2.15156379e-01, 0.00000000e+00, 4.20904487e+00, 1.25000000e+00, 0.00000000e+00, -2.91654277e+00, -9.85188311e-01, -7.67843080e-01, 2.44939570e+00, 0.00000000e+00, 15.0000000000, 13.2444178038, 0.8896947833
         518, 2.14375877e-01, 5.09500602e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.21854179e-02, 4.62613504e-02, 2.15436331e-01, 0.00000000e+00, 4.20756867e+00, 1.25000000e+00, 0.00000000e+00, -2.92688625e+00, -9.91054084e-01, -7.79206607e-01, 2.43937451e+00, 0.00000000e+00, 15.0000000000, 13.3992675741, 0.8919048667
         519, 2.14650822e-01, 5.10302156e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.21250422e-02, 4.63354888e-02, 2.15712959e-01, 0.00000000e+00, 4.20634753e+00, 1.25000000e+00, 0.00000000e+00, -2.93745861e+00, -9.96533636e-01, -7.91464329e-01, 2.42909126e+00, 0.00000000e+00, 15.0000000000, 13.5597848874, 0.8942514333
         520, 2.14922543e-01, 5.11065001e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.20652705e-02, 4.64058276e-02, 2.15986280e-01, 0.00000000e+00, 4.20538567e+00, 1.25000000e+00, 0.00000000e+00, -2.94824723e+00, -1.00193437e+00, -8.04600863e-01, 2.41854467e+00, 0.00000000e+00, 15.0000000000, 13.7258415376, 0.8964552167
         521, 2.15191048e-01, 5.11788619e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.20062757e-02, 4.64723147e-02, 2.16256299e-01, 0.00000000e+00, 4.20468607e+00, 1.25000000e+00, 0.00000000e+00, -2.95922674e+00, -1.00753962e+00, -8.18593043e-01, 2.40774641e+00, 0.00000000e+00, 15.0000000000, 13.8973913791, 0.8986638667
         522, 2.15456311e-01, 5.12472595e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.19482330e-02, 4.65349094e-02, 2.16522992e-01, 0.00000000e+00, 4.20425040e+00, 1.25000000e+00, 0.00000000e+00, -2.97036425e+00, -1.01360397e+00, -8.33410709e-01, 2.39671645e+00, 0.00000000e+00, 15.0000000000, 14.0741781574, 0.9008684667
         523, 2.15718285e-01, 5.13116632e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.18913192e-02, 4.65935828e-02, 2.16786308e-01, 0.00000000e+00, 4.20407899e+00, 1.25000000e+00, 0.00000000e+00, -2.98162201e+00, -1.02035077e+00, -8.49013818e-01, 2.38548098e+00, 0.00000000e+00, 15.0000000000, 14.2558067002, 0.9030727167
         524, 2.15976894e-01, 5.13720551e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.18357134e-02, 4.66483189e-02, 2.17046173e-01, 0.00000000e+00, 4.20417079e+00, 1.25000000e+00, 0.00000000e+00, -2.99296518e+00, -1.02797152e+00, -8.65352026e-01, 2.37406543e+00, 0.00000000e+00, 15.0000000000, 14.4417785594, 0.9052760667
         525, 2.16232041e-01, 5.14284313e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.17815960e-02, 4.66991156e-02, 2.17302489e-01, 0.00000000e+00, 4.20452336e+00, 1.25000000e+00, 0.00000000e+00, -3.00435156e+00, -1.03662739e+00, -8.82360907e-01, 2.36250472e+00, 0.00000000e+00, 15.0000000000, 14.6316149261, 0.9074824667
         526, 2.16483609e-01, 5.14808018e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.17291479e-02, 4.67459857e-02, 2.17555139e-01, 0.00000000e+00, 4.20513281e+00, 1.25000000e+00, 0.00000000e+00, -3.01573422e+00, -1.04644908e+00, -8.99959573e-01, 2.35084046e+00, 0.00000000e+00, 15.0000000000, 14.8246843036, 0.9096945333
         527, 2.16731464e-01, 5.15291917e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.16785499e-02, 4.67889572e-02, 2.17803992e-01, 0.00000000e+00, 4.20599387e+00, 1.25000000e+00, 0.00000000e+00, -3.02706901e+00, -1.05754037e+00, -9.18051106e-01, 2.33911450e+00, 0.00000000e+00, 15.0000000000, 15.0202368878, 0.9119266667
         528, 2.16975469e-01, 5.15736423e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.16299816e-02, 4.68280743e-02, 2.18048908e-01, 0.00000000e+00, 4.20709996e+00, 1.25000000e+00, 0.00000000e+00, -3.03834538e+00, -1.06997960e+00, -9.36526326e-01, 2.32734618e+00, 0.00000000e+00, 15.0000000000, 15.2175304442, 0.9141352667
         529, 2.17215492e-01, 5.16142127e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.15836199e-02, 4.68633990e-02, 2.18289758e-01, 0.00000000e+00, 4.20844338e+00, 1.25000000e+00, 0.00000000e+00, -3.04947666e+00, -1.08382313e+00, -9.55261144e-01, 2.31561905e+00, 0.00000000e+00, 15.0000000000, 15.4163785226, 0.9163586000
         530, 2.17451396e-01, 5.16509767e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.15396426e-02, 4.68950079e-02, 2.18526409e-01, 0.00000000e+00, 4.21001519e+00, 1.25000000e+00, 0.00000000e+00, -3.06040912e+00, -1.09909940e+00, -9.74116475e-01, 2.30399074e+00, 0.00000000e+00, 15.0000000000, 15.6152162595, 0.9186398500
         531, 2.17683061e-01, 5.16840247e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.14982281e-02, 4.69229944e-02, 2.18758739e-01, 0.00000000e+00, 4.21180552e+00, 1.25000000e+00, 0.00000000e+00, -3.07113136e+00, -1.11580930e+00, -9.92930074e-01, 2.29248659e+00, 0.00000000e+00, 15.0000000000, 15.8129986773, 0.9208556333
         532, 2.17910403e-01, 5.17134657e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.14595522e-02, 4.69474689e-02, 2.18986670e-01, 0.00000000e+00, 4.21380390e+00, 1.25000000e+00, 0.00000000e+00, -3.08164473e+00, -1.13393316e+00, -1.01153632e+00, 2.28112797e+00, 0.00000000e+00, 15.0000000000, 16.0094109809, 0.9230520500
         533, 2.18133377e-01, 5.17394256e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.14237857e-02, 4.69685585e-02, 2.19210157e-01, 0.00000000e+00, 4.21599920e+00, 1.25000000e+00, 0.00000000e+00, -3.09189307e+00, -1.15342979e+00, -1.02976397e+00, 2.26997867e+00, 0.00000000e+00, 15.0000000000, 16.2043658780, 0.9253281500
         534, 2.18351956e-01, 5.17620445e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.13910938e-02, 4.69864037e-02, 2.19429178e-01, 0.00000000e+00, 4.21837968e+00, 1.25000000e+00, 0.00000000e+00, -3.10187626e+00, -1.17420665e+00, -1.04745396e+00, 2.25905708e+00, 0.00000000e+00, 15.0000000000, 16.3966908766, 0.9275962667
         535, 2.18566162e-01, 5.17814769e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.13616325e-02, 4.70011586e-02, 2.19643757e-01, 0.00000000e+00, 4.22093334e+00, 1.25000000e+00, 0.00000000e+00, -3.11160030e+00, -1.19615606e+00, -1.06444098e+00, 2.24837693e+00, 0.00000000e+00, 15.0000000000, 16.5862345454, 0.9297986333
         536, 2.18776054e-01, 5.17978896e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.13355435e-02, 4.70129887e-02, 2.19853956e-01, 0.00000000e+00, 4.22364802e+00, 1.25000000e+00, 0.00000000e+00, -3.12109543e+00, -1.21911057e+00, -1.08065522e+00, 2.23793269e+00, 0.00000000e+00, 15.0000000000, 16.7729644646, 0.9320113833
         537, 2.18981734e-01, 5.18114601e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.13129540e-02, 4.70220690e-02, 2.20059883e-01, 0.00000000e+00, 4.22651153e+00, 1.25000000e+00, 0.00000000e+00, -3.13039305e+00, -1.24288768e+00, -1.09605763e+00, 2.22771889e+00, 0.00000000e+00, 15.0000000000, 16.9573267809, 0.9342325833
         538, 2.19183339e-01, 5.18223736e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12939745e-02, 4.70285819e-02, 2.20261678e-01, 0.00000000e+00, 4.22951177e+00, 1.25000000e+00, 0.00000000e+00, -3.13949483e+00, -1.26714652e+00, -1.11051950e+00, 2.21773618e+00, 0.00000000e+00, 15.0000000000, 17.1398177830, 0.9364516167
         539, 2.19381040e-01, 5.18308217e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12787033e-02, 4.70327152e-02, 2.20459517e-01, 0.00000000e+00, 4.23263674e+00, 1.25000000e+00, 0.00000000e+00, -3.14841950e+00, -1.29160573e+00, -1.12411742e+00, 2.20798729e+00, 0.00000000e+00, 15.0000000000, 17.3203670038, 0.9386937333
         540, 2.19575043e-01, 5.18370015e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12672295e-02, 4.70346614e-02, 2.20653609e-01, 0.00000000e+00, 4.23587470e+00, 1.25000000e+00, 0.00000000e+00, -3.15720635e+00, -1.31592135e+00, -1.13695622e+00, 2.19845107e+00, 0.00000000e+00, 15.0000000000, 17.4992496409, 0.9409012167
         541, 2.19765579e-01, 5.18411130e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12596294e-02, 4.70346154e-02, 2.20844188e-01, 0.00000000e+00, 4.23921412e+00, 1.25000000e+00, 0.00000000e+00, -3.16592044e+00, -1.33957524e+00, -1.14901274e+00, 2.18905748e+00, 0.00000000e+00, 15.0000000000, 17.6771745394, 0.9431135333
         542, 2.19952869e-01, 5.18433522e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12559474e-02, 4.70327683e-02, 2.21031483e-01, 0.00000000e+00, 4.24264366e+00, 1.25000000e+00, 0.00000000e+00, -3.17464152e+00, -1.36214898e+00, -1.16048453e+00, 2.17973306e+00, 0.00000000e+00, 15.0000000000, 17.8554128013, 0.9453643833
         543, 2.20137143e-01, 5.18439091e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12561975e-02, 4.70293052e-02, 2.21215725e-01, 0.00000000e+00, 4.24615248e+00, 1.25000000e+00, 0.00000000e+00, -3.18348191e+00, -1.38318920e+00, -1.17144552e+00, 2.17036810e+00, 0.00000000e+00, 15.0000000000, 18.0355933693, 0.9476189167
         544, 2.20318677e-01, 5.18429707e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12603804e-02, 4.70244069e-02, 2.21397196e-01, 0.00000000e+00, 4.24973095e+00, 1.25000000e+00, 0.00000000e+00, -3.19251247e+00, -1.40236476e+00, -1.18208133e+00, 2.16089111e+00, 0.00000000e+00, 15.0000000000, 18.2200947459, 0.9498584167
         545, 2.20497756e-01, 5.18407166e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12684808e-02, 4.70182467e-02, 2.21576183e-01, 0.00000000e+00, 4.25337014e+00, 1.25000000e+00, 0.00000000e+00, -3.20198360e+00, -1.41956497e+00, -1.19255370e+00, 2.15107536e+00, 0.00000000e+00, 15.0000000000, 18.4105139226, 0.9520629500
         546, 2.20674718e-01, 5.18373181e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12804803e-02, 4.70109886e-02, 2.21753029e-01, 0.00000000e+00, 4.25706279e+00, 1.25000000e+00, 0.00000000e+00, -3.21163116e+00, -1.43460292e+00, -1.20303815e+00, 2.14114859e+00, 0.00000000e+00, 15.0000000000, 18.6123613145, 0.9543138500
         547, 2.20849888e-01, 5.18329424e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.12963588e-02, 4.70027927e-02, 2.21928062e-01, 0.00000000e+00, 4.26080168e+00, 1.25000000e+00, 0.00000000e+00, -3.22168649e+00, -1.44752347e+00, -1.21366109e+00, 2.13088397e+00, 0.00000000e+00, 15.0000000000, 18.8202442904, 0.9565360167
         548, 2.21023635e-01, 5.18277461e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.13160908e-02, 4.69938073e-02, 2.22101654e-01, 0.00000000e+00, 4.26458127e+00, 1.25000000e+00, 0.00000000e+00, -3.23200221e+00, -1.45852460e+00, -1.22463965e+00, 2.12039773e+00, 0.00000000e+00, 15.0000000000, 19.0393852223, 0.9587351667
         549, 2.21196266e-01, 5.18218739e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.13396322e-02, 4.69841706e-02, 2.22274115e-01, 0.00000000e+00, 4.26839574e+00, 1.25000000e+00, 0.00000000e+00, -3.24273924e+00, -1.46801656e+00, -1.23601752e+00, 2.10952300e+00, 0.00000000e+00, 15.0000000000, 19.2668528314, 0.9609431000
         550, 2.21368082e-01, 5.18154555e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.13669263e-02, 4.69740056e-02, 2.22445751e-01, 0.00000000e+00, 4.27224039e+00, 1.25000000e+00, 0.00000000e+00, -3.25391573e+00, -1.47645211e+00, -1.24788940e+00, 2.09823082e+00, 0.00000000e+00, 15.0000000000, 19.5064974404, 0.9631517333
         551, 2.21539391e-01, 5.18086114e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.13979205e-02, 4.69634260e-02, 2.22616869e-01, 0.00000000e+00, 4.27611135e+00, 1.25000000e+00, 0.00000000e+00, -3.26558892e+00, -1.48433492e+00, -1.26033283e+00, 2.08646513e+00, 0.00000000e+00, 15.0000000000, 19.7591173898, 0.9653740000
         552, 2.21710518e-01, 5.18014513e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.14325622e-02, 4.69525345e-02, 2.22787800e-01, 0.00000000e+00, 4.28000591e+00, 1.25000000e+00, 0.00000000e+00, -3.27768355e+00, -1.49213800e+00, -1.27320528e+00, 2.07428072e+00, 0.00000000e+00, 15.0000000000, 20.0264576068, 0.9675820500
         553, 2.21881768e-01, 5.17940732e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.14707842e-02, 4.69414224e-02, 2.22958848e-01, 0.00000000e+00, 4.28392197e+00, 1.25000000e+00, 0.00000000e+00, -3.29027449e+00, -1.50007934e+00, -1.28658128e+00, 2.06159978e+00, 0.00000000e+00, 15.0000000000, 20.3072656254, 0.9697844000
         554, 2.22053431e-01, 5.17865604e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.15125071e-02, 4.69301665e-02, 2.23130306e-01, 0.00000000e+00, 4.28785827e+00, 1.25000000e+00, 0.00000000e+00, -3.30344318e+00, -1.50860703e+00, -1.30054755e+00, 2.04834593e+00, 0.00000000e+00, 15.0000000000, 20.6037807246, 0.9719991000
         555, 2.22225692e-01, 5.17789741e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.15576215e-02, 4.69188242e-02, 2.23302360e-01, 0.00000000e+00, 4.29181334e+00, 1.25000000e+00, 0.00000000e+00, -3.31721061e+00, -1.51822610e+00, -1.31502003e+00, 2.03449040e+00, 0.00000000e+00, 15.0000000000, 20.9185349646, 0.9741959333
         556, 2.22398905e-01, 5.17713825e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.16060735e-02, 4.69074558e-02, 2.23475366e-01, 0.00000000e+00, 4.29578841e+00, 1.25000000e+00, 0.00000000e+00, -3.33151335e+00, -1.52926048e+00, -1.32983154e+00, 2.02010421e+00, 0.00000000e+00, 15.0000000000, 21.2527425180, 0.9763982500
